Country Name,Country Code,Series Name,Series Code,2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Chile,CHL,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,NA,NA,NA,NA,NA,97.48191833,96.9848175,94.48606873,95.02902985,93.6905365,93.11797333,92.48126984,93.03748322,NA
China,CHN,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,COL,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,94.46556091,NA,95.30821228,94.20818329,92.75518799,91.96446228,92.66712952,93.28871155,93.56777954,94.03369141,91.47171783,90.47579193,89.83309174,NA
Comoros,COM,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,NA,NA,NA,NA,NA,78.27014923,NA,NA,NA,NA,NA,83.21598816,NA,NA
"Congo, Dem. Rep.",ZAR,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Congo, Rep.",COG,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,NA,NA,NA,53.41566849,57.02207184,NA,NA,NA,89.33158112,NA,91.3839798,NA,NA,NA
Costa Rica,CRI,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.40026855,98.48680878,97.4184494,96.13191223,NA
Cote d'Ivoire,CIV,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,59.98931885,56.53332901,NA,NA,NA,NA,NA,56.70874023,NA,NA,NA,68.95007324,74.67928314,NA
Croatia,HRV,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,91.80925751,93.50377655,NA,90.40206909,90.01686096,89.72132874,87.94599152,85.77365875,85.67402649,87.51396179,88.98912811,NA,88.69764709,NA
Cuba,CUB,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,95.81965637,94.09091187,94.46672058,94.48844147,94.81365967,96.79351044,97.43553162,99.13957977,99.17205048,98.4834671,96.86267853,96.22338867,93.15653992,NA
Curacao,CUW,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyprus,CYP,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,95.94278717,96.14328003,96.11749268,99.34590912,99.21867371,99.04305267,98.70243073,98.74388885,98.96981812,98.71900177,97.91239929,97.29695129,96.91133118,NA
Czech Republic,CZE,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Denmark,DNK,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,99.87113953,NA,97.82142639,95.73709106,96.04734802,96.6084137,95.99780273,96.02362823,95.91819,97.5011673,97.97361755,98.35458374,98.06952667,NA
Djibouti,DJI,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,29.75202942,NA,33.92298126,35.99491882,40.02959061,43.06980896,49.29660034,48.73477173,NA,57.29476929,NA,57.06034851,58.75857925,57.36906052
Dominica,DMA,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,98.70661926,93.66735077,92.13334656,90.65065765,88.47678375,89.25153351,89.67436981,92.95075989,NA,NA,NA,NA,NA,NA
Dominican Republic,DOM,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,88.85868835,87.53027344,80.82183075,82.39093018,80.24635315,86.2851181,82.63781738,89.20282745,89.32943726,88.5205307,86.7633667,85.69438171,83.55200958,NA
Ecuador,ECU,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,97.58908844,97.19965363,NA,97.40258789,96.86717987,96.98847198,NA,97.23944855,95.30970001,NA,95.07713318,96.93393707,94.66526031,NA
"Egypt, Arab Rep.",EGY,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,89.69744873,91.97886658,94.41281128,93.41472626,93.50350189,96.33148956,NA,96.47255707,97.25305176,95.71414948,98.31749725,NA,98.02850342,NA
El Salvador,SLV,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,93.69064331,96.25730133,NA,94.36132813,94.7906189,94.16526794,94.40322876,94.37226105,94.50818634,94.36370087,94.40685272,94.6558075,93.1446991,NA
Equatorial Guinea,GNQ,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,71.64917755,68.18991852,NA,NA,NA,NA,52.96731186,52.74526978,52.99069977,54.25522995,56.7732811,NA,NA,NA
Eritrea,ERI,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,43.20631027,47.88537979,50.40481186,51.79164886,50.86027145,45.93997955,42.38806152,39.16590118,36.71276855,39.10113144,41.05924988,40.55477142,NA,NA
Estonia,EST,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,95.88246918,94.52812195,93.92276764,93.81482697,93.00891876,94.46981049,94.10868835,93.77120209,96.74133301,97.38047791,97.42720032,97.25775909,NA,NA
Ethiopia,ETH,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,45.88962936,46.64397812,49.50608826,60.41485977,65.17803955,70.26480103,75.98866272,75.58274841,73.6055603,77.58339691,78.92305756,NA,85.84677124,NA
Faroe Islands,FRO,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fiji,FJI,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,96.67340088,99.30016327,96.70800018,NA,99.12928772,96.32232666,96.81387329,96.99440002,NA,96.55417633,96.59127045,95.0611496,NA,NA
Finland,FIN,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,99.39521027,98.66113281,97.72267151,97.32028961,96.77851105,97.23055267,97.54183197,97.58119965,97.86154938,98.17134857,99.0847702,99.51009369,99.43315887,NA
France,FRA,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,98.94641113,98.77490997,98.40294647,98.61490631,98.50496674,98.52210236,98.46405029,98.55699158,98.57839966,98.37534332,98.29414368,98.72808838,98.84783936,NA
French Polynesia,PYF,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,GAB,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gambia, The",GMB,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,70.56680298,73.92510223,74.41542053,71.48625183,75.66053772,73.7678299,69.63746643,NA,66.8967514,68.33583832,69.91693115,67.5748291,67.93065643,NA
Georgia,GEO,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,NA,NA,89.62931061,89.75383759,93.75891876,94.37671661,99.29490662,99.59308624,NA,99.00431824,NA,NA,NA,NA
Germany,DEU,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,99.08778381,98.61795807,98.55489349,98.49960327,98.24617004,98.16197968,97.54129028,97.20555115,97.50861359,97.74069214,97.96182251,98.46910858,98.63278198,NA
Ghana,GHA,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,61.90982819,61.59309006,59.60699081,66.50834656,66.05840302,71.99619293,77.46759796,76.1521225,NA,83.48348236,81.63887787,86.83165741,88.55256653,91.11411285
Gibraltar,GIB,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greece,GRC,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,95.39433289,96.46244812,97.79768372,97.02098846,96.68936157,97.1986618,NA,NA,98.51921082,97.97824097,97.858078,97.17147064,NA,NA
Greenland,GRL,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grenada,GRD,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,94.44615936,NA,95.17295837,87.55209351,NA,90.08763123,90.84835815,87.04129028,NA,NA,NA,90.52320862,93.76078033,NA
Guam,GUM,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guatemala,GTM,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,86.4796524,NA,90.86065674,92.16047668,93.3188324,94.15271759,94.54750824,97.36766052,96.46172333,94.19087982,91.36160278,88.67812347,86.40512848,NA
Guinea,GIN,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,55.45558929,58.90541077,61.94792938,63.76231003,65.59747314,67.17674255,66.37861633,67.36164856,68.93138885,72.4878006,72.61315918,73.24463654,75.65522766,NA
Guinea-Bissau,GNB,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,NA,NA,NA,NA,NA,NA,NA,NA,68.23332977,NA,NA,NA,NA,NA
Guyana,GUY,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,NA,92.34454346,NA,NA,NA,NA,85.580513,79.39003754,81.13500214,82.23960114,81.36663818,NA,NA,NA
Haiti,HTI,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Honduras,HND,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,NA,91.0402298,91.91059875,90.83950043,95.5954895,92.11987305,96.19432831,96.65026093,96.05857086,97.50531769,97.32691193,93.82820129,94.00923157,NA
"Hong Kong SAR, China",HKG,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.10502625,93.7884903,94.6488266,NA
Hungary,HUN,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,89.17823792,88.64295959,88.66654205,89.3020401,90.45098114,90.1602478,91.98664856,92.93164825,93.17308044,92.5305481,91.32980347,90.85138702,90.7696228,NA
Iceland,ISL,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,99.45453644,99.17984772,97.78514862,97.83361816,97.85569,97.94687653,98.55716705,99.04060364,98.60151672,98.45644379,98.60999298,NA,NA,NA
India,IND,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,79.22982788,83.80120087,NA,NA,NA,91.29171753,91.00926971,90.75467682,91.02390289,90.41475677,91.56858826,92.258461,NA,NA
Indonesia,IDN,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,91.31539917,90.59642792,89.65065765,88.79631042,91.59911346,93.60118103,92.86206055,93.40818787,93.80303192,93.27052307,92.35865784,90.15293884,89.71852875,NA
"Iran, Islamic Rep.",IRN,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,93.90589905,93.34095764,96.40628815,96.18341827,98.78804779,99.41571045,NA,99.47981262,99.58869934,99.73954773,99.45205688,98.65873718,99.23806,NA
Iraq,IRQ,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,NA,94.24617767,93.01746368,NA,NA,92.31169891,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,IRL,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,94.79650879,94.80516052,94.81044006,94.94313049,95.19933319,95.42765045,95.30600739,95.19589996,95.09472656,99.25289917,95.02475739,94.91729736,NA,NA
Isle of Man,IMY,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,ISR,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,97.8975296,98.02005005,97.60061646,97.47131348,97.00253296,97.23679352,97.20301819,96.90659332,97.04564667,96.7011795,97.31172943,96.87254333,96.7203064,NA
Italy,ITA,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,98.72669983,98.59291077,98.72563934,98.53768921,98.51856995,98.48068237,98.23872375,97.59583282,97.59816742,97.11978912,97.28159332,97.64186859,NA,NA
Jamaica,JAM,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,91.86267853,90.61965942,92.45078278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan,JPN,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,99.97534943,99.99622345,99.96656036,99.9993515,99.97621155,99.99797821,99.98214722,99.97264862,99.94351196,99.94998932,99.94863129,99.94999695,NA,NA
Jordan,JOR,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,95.30995178,95.24040222,94.8135376,94.93321991,94.35649872,92.54295349,90.13562775,NA,89.68924713,88.58144379,87.52204895,NA,NA,NA
Kazakhstan,KAZ,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,91.01123047,91.8253479,92.44254303,90.92436218,89.16980743,88.69101715,89.89299774,89.48365784,89.47415924,87.99476624,86.36736298,86.19983673,86.56228638,86.33155823
Kenya,KEN,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,62.02732849,74.505867,73.78095245,75.42481232,75.27037811,86.33712769,82.0760498,82.78177643,NA,NA,84.87438965,NA,NA,NA
Kiribati,KIR,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.43963623,NA
"Korea, Dem. People‰Ûªs Rep.",PRK,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,NA,NA,NA,NA,NA,NA,NA,94.40991974,NA,NA,NA,NA,NA,NA
"Korea, Rep.",KOR,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,99.51811981,NA,NA,NA,NA,99.47283936,99.42578888,98.91796875,98.61963654,98.85060883,98.86306763,96.31118774,NA,NA
Kosovo,KSV,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,94.24334717,93.63304138,92.72073364,96.08960724,NA,92.59259796,92.1984787,NA,91.43897247,92.1536026,91.90992737,92.12458801,92.87294006,NA
Kyrgyz Republic,KGZ,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,85.98314667,84.96440887,89.28211975,86.73545074,87.75302887,86.30444336,86.04425812,85.459198,86.05391693,86.22775269,89.49092865,90.375,89.68836975,NA
Lao PDR,LAO,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,76.17453003,78.69946289,79.34927368,80.61728668,82.15599823,84.66915894,87.11556244,89.50417328,94.14740753,93.98845673,93.78661346,95.37303925,95.12422943,NA
Latvia,LVA,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,NA,NA,NA,NA,NA,NA,94.43820953,97.24468994,97.36461639,97.49453735,97.70291901,97.8290329,96.36553192,NA
Lebanon,LBN,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,96.81671143,95.84390259,93.74793243,89.80648041,87.71424866,88.88244629,89.6660614,90.88466644,91.81046295,91.26000214,87.78688812,86.58730316,NA,NA
Lesotho,LSO,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,80.49755096,80.61152649,78.10842133,77.2170105,77.3659668,74.93022156,75.91729736,76.57556152,78.50740814,80.17217255,81.60585022,79.58068848,80.2472229,NA
Liberia,LBR,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,NA,NA,NA,NA,35.09445953,NA,42.62382889,39.90541077,NA,40.6207695,NA,NA,37.68944931,NA
Libya,LBY,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liechtenstein,LIE,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,NA,94.4807663,95.62220001,NA,95.07176971,95.17900085,93.49633026,91.85694885,93.53900909,91.97499084,91.08547211,NA,90.6865387,NA
Lithuania,LTU,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,95.25715637,93.15036774,89.15759277,88.30599976,90.39185333,93.07073212,94.84387207,95.81812286,96.33886719,95.55744934,96.58274841,97.99391937,97.8781662,NA
Luxembourg,LUX,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,96.10159302,94.90769196,95.61833191,96.24884796,96.52635193,96.62700653,95.82933044,NA,92.7869873,92.07405853,92.84166718,92.45726776,NA,NA
"Macao SAR, China",MAC,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macedonia, FYR",MKD,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,91.11142731,89.60684967,89.06848145,88.39009094,86.68974304,84.9420929,83.26818085,83.26656342,83.63126373,NA,83.1576004,NA,NA,NA
Madagascar,MDG,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,67.26866913,77.07132721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malawi,MWI,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,98.12433624,NA,97.42810059,97.55075073,96.90518188,92.58074188,97.06398773,97.4838562,NA,NA,NA,NA,NA,NA
Malaysia,MYS,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,95.86602783,96.69526672,97.36813354,96.81165314,96.61634064,96.27136993,95.76944733,95.17381287,94.56539917,94.58302307,94.59887695,NA,NA,NA
Maldives,MDV,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,97.10856628,NA,99.07289124,97.7875824,97.27304077,96.11460876,91.93641663,96.13052368,NA,NA,NA,NA,NA,NA
Mali,MLI,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,51.19396973,51.14043045,51.128479,56.11360168,57.43505859,59.58583832,NA,63.27056885,63.97570038,64.69654083,62.80474854,58.68291092,59.37863159,NA
Malta,MLT,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.08704376,89.99691772,92.92920685,96.55773163,NA
Marshall Islands,MHL,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,95.73590088,NA,NA,NA,NA,NA,NA,NA,NA,99.70819855,NA,NA,NA,NA
Mauritania,MRT,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,62.13819122,65.02393341,71.84349823,70.28150177,72.83608246,73.47041321,70.14920044,69.55725861,69.9178009,70.08289337,68.98307037,72.47673035,74.44690704,NA
Mauritius,MUS,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,94.3364563,93.72853851,94.38053894,96.02088928,96.0304718,96.49945831,96.64820862,96.65991974,96.50868988,96.46623993,93.8221817,96.28112793,96.19619751,NA
Mexico,MEX,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,96.91726685,96.39093781,95.46965027,94.44480896,93.54720306,93.41609192,93.40223694,93.91802216,94.6704483,95.4408493,96.00476074,95.61473846,95.0582962,NA
