,2008 [YR2008],2012 [YR2012]
58244,0.1656,0.1564
58521,0.012,0.008
59387,0.734,0.758
59446,0.035114187,0.065182759
59581,0.1075,0.0991
59858,0.032,0.024
60724,0.962,0.97
60783,0.317,0.449
60918,0.0104,0.0104
61195,0.003,0.003
62061,0.792,0.8
62120,0.020750992,0.03175496
62255,0.1213,0.1077
62532,0.038,0.022
62855,0.9899759,0.9877679
63398,0.985,0.985
63457,0.449,0.5874
63592,0.0059,0.0047
64192,1.021261,1.160149
64735,0.918,0.886
64794,0.122203987,0.143419935
64882,0.000213,0.000213
64929,0.00633,0.00605
65206,0.001,0.001
66866,0.9916349,0.9845009
67468,0.4571,0.6547
67603,0.004,0.0028
68746,0.998,0.998
68805,0.5593,0.7193
68940,0.0044,0.0032
69540,0.9761373,0.9969105
70142,0.8341,0.7693
70277,0.0044,0.0036
71420,0.898,0.934
71479,0.019699588,0.03369794
71614,0.0913,0.0813
71891,0.018,0.01
72816,0.411507517,0.446559065
72951,0.0135,0.0127
73551,0.9433062,1.1915426
74094,0.826,0.806
74153,0.204750716,0.31735358
74288,0.0306,0.0266
74565,0.01,0.01
75431,0.841,0.861
75490,0.144,0.288
75625,0.0262,0.0226
75902,0.006,0.006
76768,0.988,1.004
76827,0.184,0.2788
76962,0.0253,0.0177
77239,0.001,0.001
77562,0.937922,0.924554
78105,0.888,0.912
78164,0.0672,0.0916
78299,0.019,0.0138
78576,0.006,0.002
79501,0.018350526,0.029467706
79636,0.1141,0.1001
79913,0.058,0.07
80236,0.3505291,0.1769667
80838,0.0041,0.0041
80973,0.0608,0.0492
81250,0.009,0.005
81573,0.9514386,0.9156002
82116,0.991,0.991
82175,0.6887,0.7959
82310,0.0053,0.0029
83453,0.439,0.511
83512,0.004294073,0.006670365
83647,0.0869,0.0569
83924,0.018,0.006
84849,0.826005549,1.090827745
85584,1.0039677,1.0351217
86127,0.956,0.976
86186,0.121956236,0.17386794
86321,0.0223,0.0223
86598,0.001,0.001
86921,0.9779249,0.9952353
87523,0.819,0.8638
87658,0.0034,0.003
88258,0.9930292,0.9936676
88860,0.8531,1.6219
88995,0.0043,0.0039
90197,0.320720358,0.46000179
91475,0.9,0.928
91534,0.060448084,0.071560236
91669,0.0723,0.0627
91946,0.053,0.041
92269,0.7710736,0.7652884
92812,0.878,0.902
92871,0.071723836,0.110417684
93006,0.0838,0.0694
93283,0.014,0.014
94149,0.957,0.989
94208,0.089931232,0.11925616
94343,0.0228,0.0192
94620,0.003,0.007
94943,1.0000407,1.0072855
95545,0.7816,0.9016
95680,0.0044,0.004
96280,0.7773049,0.9915605
96823,0.822,0.878
96882,0.04976824,0.0948412
97017,0.0807,0.0707
97294,0.017,0.013
98160,0.998,0.998
98219,0.3951,0.5403
98354,0.0046,0.0034
99556,0.627783127,0.696115635
100834,0.967,0.967
100893,0.231840088,0.26760044
101028,0.0143,0.0135
102171,0.996,0.996
102230,0.484495042,0.576456266
103508,0.921,0.945
103567,0.081,0.113
103702,0.0367,0.0307
103979,0.007,0.003
104302,0.7135557,0.7849843
104845,0.708,0.748
104904,0.009083052,0.01421425
105039,0.11902,0.1003
105316,0.016,0.016
105595,0.045,0.045
106182,0.661,0.733
106241,0.023554077,0.029518297
106376,0.1453,0.1313
106653,0.04,0.044
107519,0.944,0.984
107578,0.138,0.138
107713,0.0394,0.0362
107990,0.013,0.017
108856,0.623,0.627
108915,0.076039995,0.092199975
109050,0.0835,0.0743
109327,0.023,0.023
109650,0.8950386,0.7605626
110193,0.868,0.896
110252,0.11,0.174
110387,0.0268,0.022
110664,0.006,0.002
110987,0.9757677,1.0516837
111589,0.688,0.848
112324,0.9647363,0.9582355
112926,0.5954,0.845
113061,0.0073,0.0061
114263,0.9169,0.9605
114398,0.0026,0.0018
115541,0.887,0.927
115600,0.050945001,0.096725005
115735,0.0665,0.0553
116012,0.002,-0.002
116335,1.0093304,1.1035424
116878,0.827,0.851
116937,0.068077363,0.108935827
117072,0.0365,0.0297
117349,0.004,0.008
118215,0.954,0.958
118274,0.1018,0.1302
118409,0.0214,0.0158
118686,0.001,0.001
119552,0.834,0.85
119611,0.009076558,0.00818279
119746,0.0378,0.0338
120346,0.9981664,0.9964116
120889,0.998,0.998
120948,0.674966492,0.928499476
121083,0.0043,0.0031
123622,0.683750499,1.493630007
123757,0.0049,0.0041
124959,0.4359,0.5479
125094,0.0041,0.0037
126237,0.931,0.927
126296,0.258,0.446
126431,0.0189,0.0165
126708,0.018,0.014
127031,1.0002213,1.0011397
127633,0.799147297,1.023736485
127768,0.0034,0.003
128368,0.9957173,1.0066817
128911,0.962,0.958
128970,0.261328912,0.50664456
129105,0.0216,0.0188
129705,0.9870753,0.9846057
130248,0.934,0.934
130307,0.047716309,0.077781545
130442,0.0258,0.0162
131585,0.585,0.617
131644,0.083662103,0.100310515
131779,0.0863,0.0715
132056,0.062,0.054
132922,0.641,0.665
132981,0.075,0.135
133116,0.0651,0.0639
134259,0.986,0.982
134453,0.0327,0.0335
135053,0.9937496,0.9940252
135596,0.977,0.997
135655,0.795,0.823
135790,0.0045,0.0029
138270,0.99,0.99
138329,0.40808802,0.6484401
138464,0.0113,0.0109
139064,0.9352958,0.8796234
139607,0.875,0.919
139666,0.15753093,0.22645465
139801,0.0351,0.0291
140078,0.001,0.001
140401,0.8484702,0.944665
140944,0.634,0.722
141003,0.021101066,0.03990533
141138,0.0858,0.069
141415,0.002,0.002
142281,0.984,0.984
142340,0.6471,0.8687
142475,0.0103,0.0075
143075,0.897696,0.9161136
143677,0.2248,0.3744
143812,0.0111,0.0075
144412,0.7261836,0.6246804
144955,0.806,0.814
145014,0.039111544,0.057740468
145149,0.1168,0.1052
145426,0.225,0.225
146292,0.701,0.745
146351,0.005513766,0.005513766
146486,0.0918,0.0578
146763,0.014,0.006
147823,0.0189,0.0133
149025,0.659462754,0.694105034
149760,1.018559,1.134377
150303,0.942,0.958
150362,0.559,0.799
150497,0.0083,0.0059
151699,0.8533,1.1097
151834,0.0027,0.0015
153036,0.48254,0.51962
153771,0.9372239,0.9594583
154314,0.993,0.993
154373,0.4398,0.747
154508,0.0117,0.0089
155651,0.456,0.496
155710,0.006924478,0.00862239
155845,0.0683,0.0515
156122,0.005,0.001
156988,0.776,0.852
157047,0.015065919,0.036695007
157182,0.0954,0.0634
157459,0.119,0.099
158325,0.997,1.001
158384,0.59762011,0.76010055
158519,0.0081,0.0081
158796,0.004,0.004
159662,0.978,0.99
159721,0.215636472,0.42618236
159856,0.016,0.006
160133,0.001,0.001
160999,0.599,0.671
161058,0.008903727,0.012118635
161193,0.1482,0.1162
161470,0.011,0.007
162395,0.5339,0.7935
162530,0.0068,0.0068
163673,0.94,0.944
163732,0.041044098,0.04722049
163867,0.0394,0.0386
164467,0.7536457,0.7876993
165010,0.485,0.525
165069,0.018875651,0.037033727
165204,0.0943,0.0843
165481,0.005,0.001
165804,0.9739439,0.9964007
166347,0.997,1.001
166406,0.2374,0.3782
166541,0.0164,0.0172
166818,0.012,0.012
167141,0.9433422,0.938315
167684,0.929,0.949
167743,0.221,0.2726
167878,0.0179,0.0159
168155,0.003,0.003
169021,0.894,0.89
169080,0.144919261,0.179750997
169215,0.0433,0.0377
169815,0.8907753,0.8534085
170358,0.9537,0.9645
170417,0.212793523,0.245967615
170505,0.000156,0.000148
170552,0.02011,0.01615
170829,0.006,0.006
171754,0.672793251,0.788858959
171889,0.0042,0.0038
172489,0.9794109,0.9885285
173032,0.798,0.85
173091,0.09,0.09
173226,0.0336,0.022
173503,0.001,0.001
173826,0.934655,0.838731
174369,0.98,0.98
174428,0.327,0.403
174563,0.0082,0.005
175163,0.9009506,0.958051
175706,0.817,0.833
175765,0.232288084,0.30144042
175900,0.0361,0.0301
176177,0.001,0.001
176500,0.902331,1.111325
177043,0.465,0.493
177102,0.009770455,0.012452275
177237,0.1111,0.0819
177514,0.116,0.12
178380,0.796,0.86
178439,0.002522085,0.003925289
178574,0.06,0.0512
178851,0.006,0.002
179174,0.8913222,0.9368654
179717,0.877,0.917
179776,0.05272351,0.070193118
179911,0.0531,0.0363
180188,0.14,0.128
181054,0.846,0.882
181113,0.016786108,0.02753054
181248,0.0504,0.0372
181525,0.003,-0.001
181848,1.0032839,1.0372303
182450,0.8794,0.9642
182585,0.0048,0.004
183728,0.97,0.99
183787,0.365842853,0.427214265
184522,0.9984739,1.0123879
185124,0.7052,0.7356
185259,0.0061,0.0053
186402,0.847,0.871
186461,0.049944269,0.093721345
186596,0.0279,0.0231
186873,0.001,0.001
187196,0.4653539,0.5146531
187739,0.487,0.519
187798,0.004867472,0.008721736
187933,0.1428,0.1016
188210,0.007,0.003
189076,0.613,0.645
189135,0.079949639,0.128948195
189270,0.1417,0.1201
189547,0.035,0.031
190413,0.968,0.972
191207,0.9962012,1.0158208
191809,0.9131,1.0883
191944,0.0035,0.0027
193087,0.899,0.927
193146,0.250602833,0.585814165
193281,0.0122,0.0106
193881,0.728482,0.925182
194424,0.906,0.918
194483,0.071,0.083
194618,0.0942,0.0858
194895,0.001,0.001
195955,0.0233,0.0205
196555,0.9776814,0.9926582
197098,0.933,0.945
197157,0.272304338,0.46992169
197292,0.021,0.0186
197569,0.007,0.003
198435,0.38,0.396
198494,0.018266315,0.019709199
198629,0.0704,0.0644
198906,0.007,0.007
199772,0.878,0.946
199831,0.144579261,0.274496305
199966,0.0251,0.0215
200243,0.002,0.002
201109,0.849,0.869
201168,0.297,0.477
201303,0.0229,0.0161
201580,0.003,-0.001
202446,0.911,0.931
202505,0.061994137,0.071170685
202640,0.0334,0.0294
202917,0.001,0.001
203240,0.9544146,0.953691
203842,0.5262,0.687
203977,0.0069,0.0061
205120,0.993,1.001
205179,0.4617,0.6249
205314,0.004,0.0032
206516,0.302775818,0.39947909
207853,0.450258873,0.771294365
207988,0.0088,0.0068
208588,0.9378522,0.9113706
209190,0.3194,0.465
209325,0.0156,0.008
209925,0.938691,0.9621502
210468,0.966,0.974
210527,0.312967225,0.578436125
210662,0.0134,0.009
211805,0.694,0.706
211864,0.021153872,0.021153872
211999,0.0742,0.033
212276,0.031,0.031
213142,0.967,0.983
213201,0.050307925,0.061540297
213336,0.0185,0.0177
214538,0.505209848,0.511456356
214673,0.0037,0.0029
215816,0.921,0.989
215875,0.149989466,0.166328002
216010,0.0611,0.0503
216287,0.015,0.015
217153,0.97,0.97
217212,0.405404456,0.82702228
217347,0.0117,0.0069
217947,0.7540334,0.8033902
218490,0.714,0.738
218549,0.097882613,0.181413065
218684,0.0767,0.0475
218961,0.006,0.006
219284,0.9682688,0.9075568
219827,0.993,0.993
219886,0.391,0.629
220021,0.0078,0.0066
221164,0.963,0.963
221223,0.418080288,0.55520144
221358,0.0139,0.0139
222501,0.558,0.602
222560,0.002519999,0.003006607
222695,0.2031,0.1859
222972,0.018,0.022
223897,0.808,1.244
224032,0.0027,0.0023
226571,0.6752,0.904
226706,0.0087,0.0071
227306,0.9704156,0.9745172
227849,0.996,0.996
227908,0.5947,0.7039
228043,0.0037,0.0029
229186,0.803,0.807
229245,0.02353652,0.0376826
229380,0.0347,0.0335
230582,0.011442548,0.012323316
230717,0.1663,0.1591
230994,0.006,0.006
231317,0.9825007,1.0415587
231860,0.926,0.954
231919,0.085236107,0.103565527
232054,0.0685,0.0525
232331,0.174,0.178
233391,0.1205,0.0953
233668,0.03,0.026
233991,0.998461,1.0010302
234593,0.5985,0.7881
234728,0.0051,0.0043
235328,0.9500569,0.9471133
235871,0.889,0.937
235930,0.052224339,0.105921695
236065,0.011,0.0078
236342,0.001,0.001
236665,0.8984151,0.8984151
237208,0.983,0.983
237267,0.55,0.67
237402,0.0106,0.0082
238002,0.9306787,0.8885163
238545,0.938,0.938
238604,0.313,0.449
238739,0.0187,0.0187
240676,0.9843005,0.9843005
241219,0.951,0.951
241278,0.2,0.36
241413,0.0238,0.025
242556,0.563,0.535
242750,0.0825,0.0721
243893,0.933,0.953
243952,0.187203731,0.371618655
244087,0.0236,0.02
244364,0.011,0.011
245230,0.665,0.737
245289,0.045034612,0.06117306
245424,0.1117,0.0905
245701,0.26,0.268
246024,0.9737503,1.0183975
246626,0.7626,0.5326
246761,0.0032,0.0028
247361,0.978948,0.9824844
247963,0.787,0.847
248098,0.0048,0.0044
249241,0.893,0.901
249300,0.151674484,0.29837242
249435,0.0164,0.0132
250035,0.9561029,0.9226449
250578,0.676,0.716
250637,0.106228328,0.24323686
250772,0.0668,0.0572
251049,0.002,0.002
251915,0.536,0.532
251974,0.019,0.031
252109,0.0709,0.0457
252386,0.056,0.048
253252,0.958,0.978
253311,0.228992853,0.343764265
253446,0.0152,0.012
253723,0.012,0.008
254589,0.65,0.706
254648,0.001652893,0.002626113
254783,0.0672,0.0508
255926,0.576,0.596
255985,0.024,0.032
256120,0.1059,0.0979
256397,0.037,0.029
257263,0.99,0.994
257322,0.085057865,0.138094713
257457,0.0146,0.013
258659,0.345962514,0.43781257
258794,0.0233,0.0209
259071,0.015,0.015
259394,0.9886471,0.9940251
259937,0.946,0.97
259996,0.212135913,0.376679565
260131,0.0193,0.0149
260408,0.001,0.001
260731,0.9902851,1.0070135
261274,0.985,1.013
261333,0.3902,0.8058
261468,0.0178,0.0098
262611,0.706,0.642
262670,0.014931483,0.018402987
262805,0.0604,0.0524
265285,0.974,0.994
265344,0.1,0.1
265479,0.0336,0.0296
266622,0.686,0.746
266681,0.048145678,0.093849774
266816,0.0879,0.0611
267093,0.066,0.07
267416,0.8913717,0.8818757
267959,0.978,0.982
268018,0.085938754,0.16769377
268153,0.013,0.011
268430,0.01,0.01
269296,0.995,0.991
269355,0.7,1.06
269490,0.0092,0.0084
270090,0.9721785,0.9215513
270692,0.8136,1.0644
270827,0.0057,0.0053
271427,0.9707687,1.0090899
271970,0.99,0.99
272029,0.810688067,1.053440335
272164,0.0077,0.0073
273307,0.987,0.995
273366,0.386,0.57
273501,0.0122,0.0074
273778,0.007,0.007
274644,0.874,0.87
274703,0.085928874,0.130020182
274838,0.0457,0.0393
275115,0.002,0.002
275981,0.867,0.919
276040,0.077494149,0.115470745
276175,0.0202,0.0178
276775,0.9501452,0.9868868
277377,0.264352885,0.488564425
277512,0.0166,0.0142
277789,0.006,0.006
278655,0.895,0.955
278714,0.242563279,0.382598603
278849,0.0238,0.021
279126,0.004,0.004
280051,0.273460611,0.273729623
280786,0.8392933,0.8366545
281329,0.819,0.767
281388,0.23942,0.35006
281523,0.025,0.0226
282666,0.543,0.515
282725,0.08772176,0.2382088
282860,0.0688,0.0572
283137,0.001,0.001
283460,0.957638,0.9850288
284003,0.601,0.637
284062,0.055800866,0.08420433
284197,0.1088,0.0856
284474,0.132,0.124
285340,0.797,0.797
285399,0.119081585,0.161407925
285534,0.0962,0.097
285811,0.155,0.119
