"","X","X2008..YR2008.","X2012..YR2012."
"286",108856,0.622680681478055,0.623820182575509
"287",108915,0.0762352940451626,0.0931764702258131
"288",109050,0.0835,0.0743
"289",109327,0.023,0.023
"290",109650,0.9286576,0.9286576
"291",110193,0.868342406301935,0.897712031509677
"292",110252,0.107791106582756,0.162955532913781
"293",110387,0.026856784090491,0.0229759278181787
"294",110664,0.00599999999999999,0.00199999999999998
"295",110987,0.9567887,0.9567887
"296",111589,0.687503000576966,0.846226450273285
"297",112324,0.9663615,0.9663615
"298",112926,0.604687749960135,0.891438749800673
"299",113061,0.00751865427579678,0.00696158582338813
"300",114263,0.959294117646644,1.17247058823322
"301",114398,0.00265060746345517,0.0020063464297485
"302",115541,0.887425959089368,0.928336203114563
"303",115600,0.0466448583675169,0.0821378520607024
"304",115735,0.0666251190083717,0.0569731658839698
"305",116012,0.003,0.003
"306",116335,0.995408148833627,1.03393114416814
"307",116878,0.827,0.851
"308",116937,0.068077363,0.108935827
"309",117072,0.0365914171504557,0.0310350691615624
"310",117349,0.003,0.003
"311",118215,0.954823529411768,0.962117647058842
"312",118274,0.101038950693145,0.123184864290035
"313",118409,0.0214973854182792,0.017210845044724
"314",118686,0,0
"315",119552,0.834,0.849999999999999
"316",119611,0.0093,0.0093
"317",119746,0.037845572600247,0.0334629627447197
"318",120346,0.9986051,0.9986051
"319",120889,0,0
"320",120948,0.692631404615823,1.06980991979599
"321",121083,0.00435092894211677,0.00328982572972539
"322",123622,0.509526085705634,0.62250794052817
"323",123757,0.00487938905054725,0.00427132930966578
"324",124959,0.424666797376684,0.517283430100244
"325",125094,0.0041,0.0037
"326",126237,0.932,0.932
"327",126296,0.258,0.446
"328",126431,0.0189568932509089,0.0166449793823987
"329",126708,0.0186752293655338,0.0184306008535617
"330",127031,0.9999917,0.9999917
"331",127633,0.79462835884812,1.0011417942406
"332",127768,0.0034,0.003
"333",128368,0.989285741515164,0.965995541393485
"334",128911,0.96257659501923,0.960210375781873
"335",128970,0.232338954913739,0.361694774568694
"336",129105,0.02162170715235,0.0191203073534734
"337",129705,0.9876927,0.9876927
"338",130248,0.933349762848753,0.931704025900824
"339",130307,0.0456860230419299,0.0676301152096496
"340",130442,0.02583031474196,0.0178096972955974
"341",131585,0.58532127362972,0.618606368148598
"342",131644,0.0841767311128353,0.102883655564176
"343",131779,0.0861608819948951,0.0697888492212798
"344",132056,0.0619184224977789,0.0508536041279692
"345",132922,0.641444474259342,0.669794237457828
"346",132981,0.0635294116789297,0.0776470583946487
"347",133116,0.065055870904292,0.0617386468707848
"348",134259,0.98535329039082,0.979864675059557
"349",134453,0.0332664682251531,0.0440380493056921
"350",135053,0.9936807,0.9936807
"351",135596,0.977,0.996999999999999
"352",135655,0.793138656452187,0.803205245103034
"353",135790,0.00457415349488066,0.00290804629315335
"354",138270,0,0
"355",138329,0.38624612904847,0.539230645242349
"356",138464,0.0113235216078498,0.0114067686152448
"357",139064,0.9492139,0.9492139
"358",139607,0.875,0.918999999999999
"359",139666,0.148552941272741,0.181564706363707
"360",139801,0.0348756404179894,0.025177455381563
"361",140078,0,0
"362",140401,0.833495029964883,0.869789149824415
"363",140944,0.634,0.722000000000001
"364",141003,0.0203669841480097,0.0372716886455982
"365",141138,0.0858,0.069
"366",141415,0.002,0.002
"367",142281,0.984,0.984
"368",142340,0.660934896673147,0.914059361359708
"369",142475,0.0104766266815592,0.0102673254845905
"370",143075,0.9322163875,0.9322163875
"371",143677,0.202172215911314,0.246545729731227
"372",143812,0.0110835229875214,0.00727716240353603
"373",144412,0.7515594,0.7515594
"374",144955,0.806,0.813999999999999
"375",145014,0.03873741517325,0.0564536460769033
"376",145149,0.113818519689211,0.0604286491963255
"377",145426,0.227416438526091,0.253544383688293
"378",146292,0.701,0.745
"379",146351,0.00661534640241248,0.00240934618740554
"380",146486,0.0929237047496679,0.0751386151047753
"381",146763,0.0143209632461068,0.00668434460989956
"382",147823,0.0187229238321688,0.0115102381411933
"383",149025,0.659322841693346,0.693632875903105
"384",149760,1.00021121110256,0.941939212974553
"385",150303,0.941941176470607,0.957705882353035
"386",150362,0.562164527621079,0.814822638105397
"387",150497,0.00814790414051892,0.00611686239661455
"388",151699,0.848064168274246,1.08352084137123
"389",151834,0.00276344698528743,0.00157038545810205
"390",153036,0.501111578570604,0.612477892853019
"391",153771,0.92415545,0.92415545
"392",154314,0,0
"393",154373,0.384358554117417,0.469792770587084
"394",154508,0.0118664307896965,0.0102155092552569
"395",155651,0.455883008151808,0.494832085303473
"396",155710,0.00689445002484272,0.00839748676708733
"397",155845,0.068828616353476,0.0572645090597817
"398",156122,0.00585834256559825,0.00431746052468797
"399",156988,0.775903576056,0.851517880279999
"400",157047,0.009658647,0.009658647
"401",157182,0.0957415204231405,0.0696479574628016
"402",157459,0.12207279661116,0.122865433308798
"403",158325,0.997,1.001
"404",158384,0.59762011,0.760100550000002
"405",158519,0.00810750720444016,0.00829212675895367
"406",158796,0.00417647058824376,0.00488235294121879
"407",159662,0.978,0.990000000000001
"408",159721,0.215636472,0.42618236
"409",159856,0.0163900284436986,0.0104239811044977
"410",160133,0,0
"411",160999,0.598977871729681,0.670919033449719
"412",161058,0.0100212468180015,0.0156052546914297
"413",161193,0.149603809124472,0.133120058420898
"414",161470,0.0117008468230752,0.00925878921833094
"415",162395,0.496598139946602,0.606990699733009
"416",162530,0.00683127852893041,0.00696717912460683
"417",163673,0.940117647058824,0.94458823529412
"418",163732,0.0418235296065707,0.0511176480328533
"419",163867,0.0394876056250551,0.0392598998581037
"420",164467,0.764583369345591,0.842387646727958
"421",165010,0.485117647058824,0.525588235294118
"422",165069,0.0198449013177723,0.0465830764713383
"423",165204,0.0941790670160222,0.0828803450251272
"424",165481,0.00629411764705566,0.00747058823527829
"425",165804,0.970531242462452,0.971917898530928
"426",166347,0.996118122772379,0.998320189117104
"427",166406,0.23348705127994,0.327511648322494
"428",166541,0.0164878655635286,0.0182812220538679
"429",166818,0.0126470588235241,0.0152352941176205
"430",167141,0.943331807304719,0.938987767178116
"431",167684,0.929291213129549,0.950659914890813
"432",167743,0.227025194660494,0.30272597330247
"433",167878,0.0179377104977345,0.0161663312340587
"434",168155,0.003,0.003
"435",169021,0.894117647058845,0.890588235294227
"436",169080,0.144223758018511,0.176273482092553
"437",169215,0.0433437338336403,0.0380291856554582
"438",169815,0.91595358424926,0.948179064016327
"439",170358,0.954,0.966000000000001
"440",170417,0.212793523,0.245967615
"441",170505,0.000156,0.000148
"442",170552,0.02017161488305,0.0159367007822429
"443",170829,0.00629411764705566,0.00747058823527829
"444",171754,0.681646056346801,0.833122985734005
"445",171889,0.0042,0.0038
"446",172489,0.962061884200472,0.933547583179823
"447",173032,0.798,0.849999999999999
"448",173091,0.105980133144004,0.16239134583803
"449",173226,0.0337716044397965,0.0232801674045813
"450",173503,0,0
"451",173826,0.934655,0.838731
"452",174369,0.980585286441921,0.981990759348017
"453",174428,0.327,0.403
"454",174563,0.00816913257515066,0.00436697582232366
"455",175163,0.900829900514962,0.956964257112416
"456",175706,0.817739683643217,0.835346724311956
"457",175765,0.248617810527591,0.357981193452597
"458",175900,0.0361347368420367,0.0304444670677235
"459",176177,0,0
"460",176500,0.865450402207545,0.926922011037725
"461",177043,0.465018143428787,0.493151301063523
"462",177102,0.00955748775778686,0.0103271928072442
"463",177237,0.109908603946539,0.0682350063867498
"464",177514,0.114495175445595,0.113383283085107
"465",178380,0.796,0.86
"466",178439,0.002171284,0.002171284
"467",178574,0.06,0.0512
"468",178851,0.00715565113801542,0.00536054056932455
"469",179174,0.8847925306118,0.904217053058998
"470",179717,0.877727632134567,0.919319433118979
"471",179776,0.0512017773668375,0.0625844548341873
"472",179911,0.0547186539016344,0.0535477077043318
"473",180188,0.14,0.128000000000001
"474",181054,0.846719791580398,0.884301686924898
"475",181113,0.016786108,0.02753054
"476",181248,0.0506245674719599,0.0394848834406114
"477",181525,0.004,0.004
"478",181848,0.9947973,0.9947973
"479",182450,0.908485654764199,1.10962827382099
"480",182585,0.0048,0.004
"481",183728,0.97,0.990000000000001
"482",183787,0.362409256804004,0.388721340899277
"483",184522,0.9949954,0.9949954
"484",185124,0.703093970081271,0.713512209281244
"485",185259,0.00616251631238626,0.0053607353066617
"486",186402,0.846999999999976,0.87099999999988
"487",186461,0.049944269,0.093721345
"488",186596,0.028028476625601,0.0252708277438063
"489",186873,0,0
"490",187196,0.463899676921377,0.504465505289246
"491",187739,0.487000000000006,0.51900000000003
"492",187798,0.00476347987374069,0.00833809795651632
"493",187933,0.14303263670784,0.103279954963099
"494",188210,0.0073762336847975,0.00456136887554017
"495",189076,0.613,0.645
"496",189135,0.079949639,0.128948195
"497",189270,0.1418835908998,0.12418351962445
"498",189547,0.035,0.0309999999999999
"499",190413,0.968999904827907,0.975425455683451
"500",191207,0.991896741612202,0.988691076018179
"501",191809,0.916473382780225,1.11183356740734
"502",191944,0.00350068510029705,0.00243022657527669
"503",193087,0.899,0.927
"504",193146,0.176613977206897,0.215869886034486
"505",193281,0.0122728080489785,0.010979202248288
"506",193881,0.702720259999007,0.796373299995035
"507",194424,0.905941176470585,0.917705882352923
"508",194483,0.072890825782023,0.088859813850214
"509",194618,0.0941614301747231,0.085304728034053
"510",194895,0,0
"511",195955,0.0234217391304326,0.021108695652163
"512",196555,0.975650095343458,0.977031225903733
"513",197098,0.933,0.945000000000001
"514",197157,0.265207529688788,0.434437648443938
"515",197292,0.0209962819665009,0.0185667265486115
"516",197569,0.00773089227707428,0.00532681339781253
"517",198435,0.38,0.396000000000001
"518",198494,0.018958864207117,0.0231719450355851
"519",198629,0.07017840321479,0.0615095723192259
"520",198906,0.007,0.007
"521",199772,0.87858927161094,0.948001151317516
"522",199831,0.120587910849127,0.198719864358624
"523",199966,0.0251520821353238,0.0220144289399035
"524",200243,0.002,0.002
"525",201109,0.849442821931191,0.869805102212379
"526",201168,0.292326568898832,0.460528413104766
"527",201303,0.0229756001101976,0.0169262667868466
"528",201580,0.00380568302119154,0.00149764036762303
"529",202446,0.9101176470588,0.926588235294
"530",202505,0.0632120235318639,0.0772601176593194
"531",202640,0.0332041655169719,0.0269065480212243
"532",202917,0,0
"533",203240,0.952236125000008,0.942798625000038
"534",203842,0.536251946002427,0.721398152830313
"535",203977,0.00684653172148016,0.00583265860740078
"536",205120,0.992787559861745,0.99980297469671
"537",205179,0.457339516914713,0.603097584573564
"538",205314,0.00408734015927412,0.00437356046905047
"539",206516,0.29886208476199,0.365475822774379
"540",207853,0.425869120806268,0.649345604031338
"541",207988,0.00882716083054362,0.00655878151216619
"542",208588,0.9444726,0.9444726
"543",209190,0.3194,0.465
"544",209325,0.0157926489222193,0.0115763582368609
"545",209925,0.938691,0.9621502
"546",210468,0.965882352941164,0.973411764705821
"547",210527,0.338557281759448,0.706386408797238
"548",210662,0.0135704659054111,0.010632895552985
"549",211805,0.694,0.706000000000001
"550",211864,0.0289800791328796,0.0519958480795076
"551",211999,0.0845,0.0845
"552",212276,0.031,0.031
"553",213142,0.967765605858869,0.984999493326161
"554",213201,0.0502939397739256,0.0614703708696281
"555",213336,0.0185,0.0177
"556",214538,0.503648221,0.503648221
"557",214673,0.00381921316162929,0.00334667049777871
"558",215816,0.921,0.989
"559",215875,0.154487469188905,0.188818017944526
"560",216010,0.0613337414847842,0.0537977853454113
"561",216287,0.015,0.015
"562",217153,0.972941176470573,0.984705882352866
"563",217212,0.409102817463299,0.845514087316494
"564",217347,0.0117932305677763,0.00776474316525351
"565",217947,0.75656148154659,0.816030607732948
"566",218490,0.714411424907864,0.739998477437286
"567",218549,0.0903753387725305,0.143876693862653
"568",218684,0.0770521115205545,0.0477058013309874
"569",218961,0.00647248618706976,0.00769430267276126
"570",219284,0.9682688,0.9075568
"571",219827,0.993,0.993
"572",219886,0.391,0.629
"573",220021,0.00756838417913533,0.00409862915341967
"574",221164,0,0
"575",221223,0.406376470814135,0.496682354070673
"576",221358,0.0139252585578935,0.0140685377605512
"577",222501,0.557232650523225,0.599591288832693
"578",222560,0.00251574955948564,0.00306564521040503
"579",222695,0.203234316662241,0.185773751491353
"580",222972,0.017941176470579,0.0217058823528951
"581",223897,0.740117647058404,0.904588235292022
"582",224032,0.00255250777366582,0.000962073728586296
"583",226571,0.654353057897754,0.799765289488772
"584",226706,0.0088140884946887,0.00751435160438452
"585",227306,0.9693902,0.9693902
"586",227849,0,0
"587",227908,0.600776750066876,0.734283750334383
"588",228043,0.00373721433912497,0.0032310347337828
"589",229186,0.802714285714301,0.805571428571504
"590",229245,0.0211767001448444,0.0258835007242221
"591",229380,0.0345603151353368,0.0316094460644144
"592",230582,0.011222356,0.011222356
"593",230717,0.165790051994889,0.15586347441945
"594",230994,0.006,0.00599999999999999
"595",231317,0.964624082793977,0.95519018886546
"596",231860,0.926,0.954000000000001
"597",231919,0.0853980903528951,0.104375443764476
"598",232054,0.0671943305714137,0.0366916536476384
"599",232331,0.173313171022418,0.17303379573363
"600",233391,0.1205,0.0953000000000002
"601",233668,0.03,0.026
"602",233991,0.997668264389637,0.997668264389637
"603",234593,0.59979964426852,0.794598221342598
"604",234728,0.00512478635119157,0.00455893267947681
"605",235328,0.949595266141233,0.942392379899465
"606",235871,0.888823529411765,0.936117647058823
"607",235930,0.052224339,0.105921695
"608",236065,0.0109761933141354,0.00711988487069482
"609",236342,0,0
"610",236665,0.951690076923077,0.951690076923077
"611",237208,0,0
"612",237267,0.55058823553495,0.67294117767475
"613",237402,0.010685115430874,0.00892420275183195
"614",238002,0.941784398941764,0.961294813256663
"615",238545,0.938015670410451,0.938261581999655
"616",238604,0.301974259151138,0.339865674897236
"617",238739,0.0185586809429173,0.0149044325374048
"618",240676,0.982982666875391,0.979281349106311
"619",241219,0.951,0.951
"620",241278,0.2,0.36
"621",241413,0.0238,0.025
"622",242556,0.563,0.534999999999999
"623",242750,0.0825,0.0721000000000001
"624",243893,0.933,0.953000000000001
"625",243952,0.187203731,0.371618655
"626",244087,0.0236,0.02
"627",244364,0.011,0.011
"628",245230,0.665,0.737
"629",245289,0.045034612,0.0611730600000001
"630",245424,0.109861858500343,0.0714473775151392
"631",245701,0.263000850906361,0.302904942170239
"632",246024,0.973133161438172,0.987969598196528
"633",246626,0.780932309314721,0.715265883097354
"634",246761,0.00314448734671508,0.00266785057087683
"635",247361,0.983416680931118,1.01167025394608
"636",247963,0.784377970572621,0.815716086811508
"637",248098,0.0048,0.0044
"638",249241,0.893,0.901000000000001
"639",249300,0.151674484,0.29837242
"640",249435,0.0164309540043662,0.013739841156208
"641",250035,0.9644674,0.9644674
"642",250578,0.676,0.715999999999999
"643",250637,0.106228328,0.24323686
"644",250772,0.0667008261666828,0.0563249953932124
"645",251049,0.002,0.002
"646",251915,0.53623529411765,0.533176470588252
"647",251974,0.0184969882423015,0.0284849412115075
"648",252109,0.0710062138091188,0.0447734117762186
"649",252386,0.056806276469776,0.0590623675589382
"650",253252,0.958425915459486,0.979336177665508
"651",253311,0.22474379965293,0.329254204784286
"652",253446,0.015271103948691,0.0126813168772041
"653",253723,0.012349968003218,0.0079574439424796
"654",254589,0.65,0.706
"655",254648,0.001652893,0.002626113
"656",254783,0.0674661550245466,0.0547114227160297
"657",255926,0.576726187471804,0.598316163060619
"658",255985,0.0241118577223471,0.0325592886117353
"659",256120,0.105905620855994,0.0976990876589771
"660",256397,0.0367666972207419,0.0264273614454401
"661",257263,0.99,0.993999999999999
"662",257322,0.0820299613014489,0.122955194507244
"663",257457,0.014673078337106,0.0135409311543573
"664",258659,0.339692889051503,0.371724940197206
"665",258794,0.0233,0.0209
"666",259071,0.0156470588235236,0.0182352941176179
"667",259394,1.00344839069796,1.03171341140768
"668",259937,0.946,0.969999999999999
"669",259996,0.212135913,0.376679565
"670",260131,0.0193403819200353,0.015301154497652
"671",260408,0,0
"672",260731,0.98865949315585,0.990530908515309
"673",261274,0.985294117647059,1.01447058823529
"674",261333,0.3902,0.8058
"675",261468,0.0179349069658781,0.0113818791959272
"676",262611,0.706,0.641999999999999
"677",262670,0.0146536237333627,0.0156388600023615
"678",262805,0.0605433686336783,0.0540428432360069
"679",265285,0.973176470588235,0.989882352941176
"680",265344,0.1,0.1
"681",265479,0.0335478743625102,0.0291582910254286
